arm,tool,target,label_rule,query_acc,term_id,true_start,true_end,best_qstart,best_qend,best_target_acc,best_tstart,best_tend,best_t_feat_start,best_t_feat_end,best_rank_score,best_iou,best_inside,best_cover,n_overlapping_calls,n_overlapping_targets,any_inside_half,landed,n_landed_targets,land_qstart,land_qend,land_target_acc,land_tstart,land_tend,land_t_feat_start,land_t_feat_end,land_rank_score,land_iou,land_inside,land_cover,rank_by,chosen_arm,own_arm,n_choose_regions,tool_label,query_half,term_half,term_name,length,mean_plddt_region,disorder_fraction_region,has_model,protein_length,gene,kd_landed,placement_p,case_rank,n_drawn,random_query_p,passes,km_iou,km_arm,category,confident,n_hits
foldseek,foldseek,disprot,same_term,Q9UBB5,GO:0060090,237,356,266,346,P22179,0,87,0,58,4.0,0.6722689075630253,1.0,0.6722689075630253,12,10,true,true,3,266,346,P22179,0,87,0,58,4.0,0.6722689075630253,1.0,0.6722689075630253,score,,,,Foldseek,report,choose,molecular adaptor activity,119,77.72722689075631,0.8823529411764706,true,411,MBD2,false,0.21686746987951808,137,108,0.11009174311926606,false,0.3387096774193548,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,187
foldseek,foldseek,disprot,same_term,P06748,GO:0042803,119,188,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,Foldseek,report,choose,protein homodimerization activity,69,51.66550724637681,1.0,true,294,NPM1,false,,,,,false,0.5256410256410257,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,no call,pLDDT < 70,214
foldseek,foldseek,disprot,any_term,P38936,GO:0005515,0,94,1,93,P12464,90,173,114,170,4.0,0.9787234042553191,1.0,0.9787234042553191,93,50,true,true,15,1,93,P12464,90,173,114,170,4.0,0.9787234042553191,1.0,0.9787234042553191,score,,,,Foldseek,report,report,protein binding,94,79.63946808510637,0.5106382978723404,true,164,CDKN1A,false,0.2876712328767123,27,33,0.029411764705882353,false,0.8191489361702128,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,147
foldseek,foldseek,disprot,any_term,P08621,GO:0005515,183,437,103,437,C0J347,178,406,263,464,15.0,0.7604790419161677,0.7604790419161677,1.0,93,54,true,true,23,293,436,Q9YGY0,400,535,434,465,1.0,0.562992125984252,1.0,0.562992125984252,score,,,,Foldseek,report,report,protein binding,254,57.51622047244095,1.0,true,437,SNRNP70,false,0.4745762711864407,250,117,0.5423728813559322,false,0.9133858267716536,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,177
foldseek,foldseek,disprot,any_term,O15234,GO:0005654,136,283,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,139,53,true,true,9,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,score,,,,Foldseek,report,report,nucleoplasm,147,70.22795918367348,1.0,true,703,CASC3,false,0.11619718309859155,230,97,0.22448979591836735,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,89
foldseek,foldseek,disprot,any_term,P04156,GO:0140693,22,124,19,122,P08592,601,699,671,687,-20.0,0.9523809523809523,0.970873786407767,0.9803921568627451,99,58,true,true,15,19,122,P08592,601,699,671,687,-20.0,0.9523809523809523,0.970873786407767,0.9803921568627451,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,102,40.65196078431372,1.0,true,253,PRNP,false,0.26490066225165565,302,54,0.7818181818181819,false,0.6851851851851852,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,182
foldseek,foldseek,disprot,any_term,Q01831,GO:0005515,814,940,807,933,P28229,215,341,264,332,8.0,0.8947368421052632,0.9444444444444444,0.9444444444444444,97,49,true,true,24,807,933,P28229,215,341,264,332,8.0,0.8947368421052632,0.9444444444444444,0.9444444444444444,score,,,,Foldseek,report,report,protein binding,126,70.06142857142856,0.6190476190476191,true,940,XPC,false,0.03190184049079755,50,74,0.06666666666666667,false,0.42857142857142855,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,102
foldseek,foldseek,disprot,any_term,P04004,GO:0005515,0,130,4,111,Q6MRH6,1,101,0,101,11.0,0.823076923076923,1.0,0.823076923076923,108,60,true,true,6,4,111,Q6MRH6,1,101,0,101,11.0,0.823076923076923,1.0,0.823076923076923,score,,,,Foldseek,report,report,protein binding,130,52.54838461538461,0.5769230769230769,true,478,VTN,false,0.12096774193548387,26,106,0.028037383177570093,false,0.5815602836879432,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,180
foldseek,foldseek,disprot,any_term,P04083,GO:0008289,115,185,112,184,P27782,300,357,301,319,1.0,0.9452054794520548,0.9583333333333334,0.9857142857142858,112,76,true,true,3,112,184,P27782,300,357,301,319,1.0,0.9452054794520548,0.9583333333333334,0.9857142857142858,score,,,,Foldseek,report,report,lipid binding,70,97.98142857142857,0.0,true,346,ANXA1,false,0.09818181818181818,247,66,0.373134328358209,false,0.44285714285714284,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,239
foldseek,foldseek,disprot,any_term,Q13029,GO:0005515,296,341,294,441,Q05753,1,195,36,231,-1.0,0.30612244897959184,0.30612244897959184,1.0,80,31,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,protein binding,45,33.023777777777774,1.0,true,1718,PRDM2,false,,,,,false,0.7692307692307693,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,40
foldseek,foldseek,disprot,any_term,O15234,GO:0005515,136,283,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,139,53,true,true,9,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,score,,,,Foldseek,report,report,protein binding,147,70.22795918367348,1.0,true,703,CASC3,false,0.11619718309859155,230,97,0.22448979591836735,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,89
foldseek,foldseek,disprot,any_term,Q13148,GO:0140693,265,414,263,414,P27577,133,277,243,301,0.0,0.9867549668874173,0.9867549668874173,1.0,159,84,true,true,31,263,414,P27577,133,277,243,301,0.0,0.9867549668874173,0.9867549668874173,1.0,score,,,,Foldseek,report,choose,molecular condensate scaffold activity,149,43.241140939597315,1.0,true,414,TARDBP,false,0.10984848484848485,302,108,0.48623853211009177,false,0.37583892617449666,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,195
foldseek,foldseek,disprot,any_term,O75554,GO:0005515,275,376,274,371,P81558,1,111,0,171,2.0,0.9411764705882353,0.9896907216494846,0.9504950495049505,170,79,true,true,14,274,371,P81558,1,111,0,171,2.0,0.9411764705882353,0.9896907216494846,0.9504950495049505,score,,,,Foldseek,report,report,protein binding,101,59.40702970297029,1.0,true,376,WBP4,false,0.08571428571428572,182,88,0.20224719101123595,false,0.8145161290322581,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,180
foldseek,foldseek,disprot,any_term,Q8IYB3,GO:0051179,350,688,342,665,P23441,35,357,0,156,-5.0,0.9104046242774566,0.9752321981424149,0.9319526627218935,185,90,true,true,36,342,665,P23441,35,357,0,156,-5.0,0.9104046242774566,0.9752321981424149,0.9319526627218935,score,,,,Foldseek,report,report,localization,338,45.27742603550296,1.0,true,904,SRRM1,false,0.24742268041237114,250,81,0.3170731707317073,false,0.4822485207100592,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,188
foldseek,foldseek,disprot,any_term,Q9BTT0,GO:0044183,185,232,179,226,P04480,1,48,8,20,2.0,0.7735849056603774,0.8723404255319149,0.8723404255319149,27,14,true,true,4,179,226,P04480,1,48,8,20,2.0,0.7735849056603774,0.8723404255319149,0.8723404255319149,score,,,,Foldseek,report,report,protein folding chaperone,47,51.76255319148937,1.0,true,268,ANP32E,false,0.08558558558558559,115,51,0.36538461538461536,false,0.9361702127659575,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,122
foldseek,foldseek,disprot,any_term,P08621,GO:0005515,229,306,103,437,C0J347,178,406,263,464,15.0,0.23053892215568864,0.23053892215568864,1.0,25,14,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,protein binding,77,57.88142857142857,1.0,true,437,SNRNP70,false,,,,,false,0.9746835443037974,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,36
foldseek,foldseek,disprot,any_term,P11387,GO:0008301,0,174,0,173,Q05344,474,720,518,554,-3.0,0.9942528735632183,1.0,0.9942528735632183,128,63,true,true,42,0,173,Q05344,474,720,518,554,-3.0,0.9942528735632183,1.0,0.9942528735632183,score,,,,Foldseek,report,report,"DNA binding, bending",174,36.0332183908046,1.0,true,765,TOP1,false,0.06070826306913996,451,100,0.9306930693069307,false,0.945054945054945,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,154
foldseek,foldseek,disprot,any_term,P06748,GO:0019843,119,243,118,243,Q8H1D4,168,293,153,293,-10.0,0.992,0.992,1.0,201,106,true,true,21,118,243,Q8H1D4,168,293,153,293,-10.0,0.992,0.992,1.0,score,,,,Foldseek,report,report,rRNA binding,124,49.47032258064516,1.0,true,294,NPM1,false,0.29411764705882354,404,52,0.6037735849056604,false,0.9112903225806451,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,258
foldseek,foldseek,disprot,any_term,P41214,IDPO:0000033,183,259,182,259,Q01231,261,353,250,355,2.0,0.987012987012987,0.987012987012987,1.0,158,91,true,true,24,182,259,Q01231,261,353,250,355,2.0,0.987012987012987,0.987012987012987,1.0,score,,,,Foldseek,report,report,flexible linker,76,35.3721052631579,1.0,true,584,EIF2D,false,0.05905511811023622,271,98,0.494949494949495,false,0.7625,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,213
foldseek,foldseek,disprot,any_term,Q92793,GO:0005515,998,1050,949,1437,Q9SU24,2,299,215,234,19.0,0.10655737704918032,0.10655737704918032,1.0,34,16,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,protein binding,52,31.66403846153846,1.0,true,2442,CREBBP,false,,,,,false,0.5084745762711864,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,22
foldseek,foldseek,disprot,any_term,Q13625,GO:0005515,709,904,727,846,P09883,4,99,1,18,3.0,0.6102564102564103,1.0,0.6102564102564103,176,80,true,true,5,727,846,P09883,4,99,33,46,3.0,0.6102564102564103,1.0,0.6102564102564103,score,,,,Foldseek,report,report,protein binding,195,41.278564102564104,1.0,true,1128,TP53BP2,false,0.12178217821782178,139,52,0.49056603773584906,false,0.3641025641025641,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,148
foldseek,foldseek,disprot,any_term,P17096,GO:0003713,49,91,44,107,P42763,1,87,73,85,1.0,0.6666666666666666,0.6666666666666666,1.0,66,32,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,transcription coactivator activity,42,68.88285714285715,1.0,true,107,HMGA1,false,,,,,false,0.5714285714285714,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,139
foldseek,foldseek,disprot,any_term,P38936,GO:0004861,0,164,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,93,50,true,true,41,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,score,,,,Foldseek,report,report,cyclin-dependent protein serine/threonine kinase inhibitor activity,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,8,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,P21815,GO:0005515,0,317,51,304,B6KJB6,150,446,336,542,1.0,0.7981072555205048,1.0,0.7981072555205048,113,56,true,true,30,51,304,B6KJB6,150,446,336,542,1.0,0.7981072555205048,1.0,0.7981072555205048,score,,,,Foldseek,report,report,protein binding,317,49.88529968454259,0.9968454258675079,true,317,IBSP,false,1.0,54,58,0.05084745762711865,false,0.6088328075709779,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,201
foldseek,foldseek,disprot,any_term,Q9NQB0,GO:0008013,0,53,7,55,G0SCY6,1,52,0,25,0.0,0.8363636363636363,0.9583333333333334,0.8679245283018868,117,51,true,true,2,7,55,G0SCY6,1,52,0,25,0.0,0.8363636363636363,0.9583333333333334,0.8679245283018868,score,,,,Foldseek,report,choose,beta-catenin binding,53,54.14679245283019,1.0,true,619,TCF7L2,false,0.026223776223776224,193,96,0.17525773195876287,false,0.7547169811320755,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,92
foldseek,foldseek,disprot,any_term,P38936,GO:0140677,0,164,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,93,50,true,true,41,0,164,Q9I832,29,215,89,120,9.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,molecular function activator activity,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,8,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,149
foldseek,foldseek,disprot,any_term,O14958,GO:0140314,370,399,351,399,P00127,0,62,0,72,-5.0,0.6041666666666666,0.6041666666666666,1.0,15,8,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,calcium ion sequestering activity,29,53.923793103448276,1.0,true,399,CASQ2,false,,,,,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,18
foldseek,foldseek,disprot,any_term,Q13148,GO:1990000,262,414,263,414,P27577,133,277,243,301,0.0,0.993421052631579,1.0,0.993421052631579,159,84,true,true,32,263,414,P27577,133,277,243,301,0.0,0.993421052631579,1.0,0.993421052631579,score,,,,Foldseek,report,report,amyloid fibril formation,152,43.31473684210526,1.0,true,414,TARDBP,false,0.12121212121212122,302,108,0.48623853211009177,false,0.3684210526315789,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,196
foldseek,foldseek,disprot,any_term,Q14722,GO:0140678,0,62,0,62,P32628,92,158,76,147,1.0,1.0,1.0,1.0,101,58,true,true,23,0,62,P32628,92,158,76,147,1.0,1.0,1.0,1.0,score,,,,Foldseek,report,choose,molecular function inhibitor activity,62,41.20548387096775,0.8387096774193549,true,419,KCNAB1,false,0.036312849162011177,238,108,0.3761467889908257,false,0.6451612903225806,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,172
foldseek,foldseek,disprot,any_term,Q53GG5,GO:0005515,106,273,104,282,Q01231,244,357,250,355,-2.0,0.9382022471910112,0.9382022471910112,1.0,397,196,true,true,80,104,282,Q01231,244,357,250,355,-2.0,0.9382022471910112,0.9382022471910112,1.0,score,,,,Foldseek,report,report,protein binding,167,52.35461077844311,1.0,true,364,PDLIM3,false,0.32085561497326204,353,78,0.6329113924050633,false,0.30538922155688625,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,353
foldseek,foldseek,disprot,any_term,P13861,IDPO:0000033,43,90,43,98,P80428,323,382,327,377,0.0,0.8545454545454545,0.8545454545454545,1.0,176,107,true,true,3,43,98,P80428,323,382,327,377,0.0,0.8545454545454545,0.8545454545454545,1.0,score,,,,Foldseek,report,report,flexible linker,47,41.47468085106383,0.9787234042553191,true,404,PRKAR2A,false,0.04285714285714286,330,103,0.5865384615384616,false,0.5957446808510638,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,248
foldseek,foldseek,disprot,any_term,O15234,GO:0003727,136,283,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,139,53,true,true,9,153,289,P42759,0,133,0,260,-4.0,0.8496732026143791,0.9558823529411765,0.8843537414965986,score,,,,Foldseek,report,report,single-stranded RNA binding,147,70.22795918367348,1.0,true,703,CASC3,false,0.11619718309859155,230,97,0.22448979591836735,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,89
foldseek,foldseek,disprot,any_term,P37231,GO:0098772,174,211,174,234,P0C079,0,69,46,79,3.0,0.6166666666666667,0.6166666666666667,1.0,139,69,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,molecular function regulator,37,94.27378378378378,0.0,true,505,PPARG,false,,,,,false,0.8409090909090909,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT >= 70,128
foldseek,foldseek,disprot,any_term,P38936,GO:0005515,8,84,0,78,Q9M4V2,15,84,0,80,-5.0,0.8333333333333334,0.8974358974358975,0.9210526315789473,93,50,true,true,10,0,78,Q9M4V2,15,84,0,80,-5.0,0.8333333333333334,0.8974358974358975,0.9210526315789473,score,,,,Foldseek,report,report,protein binding,76,87.25513157894737,0.39473684210526316,true,164,CDKN1A,false,0.25287356321839083,126,33,0.17647058823529413,false,0.7790697674418605,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,145
foldseek,foldseek,disprot,any_term,Q8IW19,GO:0005515,449,511,447,509,P09372,1,59,0,32,-11.0,0.9375,0.967741935483871,0.967741935483871,78,30,true,true,2,447,509,P09372,1,59,0,32,-11.0,0.9375,0.967741935483871,0.967741935483871,score,,,,Foldseek,report,report,protein binding,62,65.8941935483871,0.9193548387096774,true,511,APLF,false,0.028888888888888888,355,106,0.4953271028037383,false,0.5806451612903226,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,44
foldseek,foldseek,disprot,any_term,Q13569,GO:0098772,50,111,33,131,Q10Q08,117,216,104,180,-5.0,0.6224489795918368,0.6224489795918368,1.0,113,51,true,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,molecular function regulator,61,46.49672131147541,0.8852459016393442,true,410,TDG,false,,,,,false,0.7377049180327869,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,108
foldseek,foldseek,disprot,any_term,P38398,GO:0005515,1342,1440,1305,1439,P08510,496,647,512,655,5.0,0.7185185185185186,0.7238805970149254,0.9897959183673469,30,18,true,true,4,1391,1439,P27001,41,100,0,101,-7.0,0.4897959183673469,1.0,0.4897959183673469,score,,,,Foldseek,report,report,protein binding,98,48.249387755102035,1.0,true,1863,BRCA1,false,0.037995594713656385,434,22,0.9565217391304348,false,0.826530612244898,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,32
foldseek,foldseek,disprot,any_term,Q9UKT4,GO:0140678,420,447,391,430,P01050,24,62,54,64,1.0,0.17857142857142858,0.2564102564102564,0.37037037037037035,2,1,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,choose,molecular function inhibitor activity,27,58.93185185185185,0.5555555555555556,true,447,FBXO5,false,,,,,false,0.9285714285714286,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,4
foldseek,foldseek,disprot,any_term,Q9UBT3,IDPO:0000033,93,140,92,137,P04972,9,50,0,21,0.0,0.9166666666666666,0.9777777777777777,0.9361702127659575,128,69,true,true,14,92,137,P04972,9,50,0,21,0.0,0.9166666666666666,0.9777777777777777,0.9361702127659575,score,,,,Foldseek,report,report,flexible linker,47,49.87978723404255,0.8723404255319149,true,224,DKK4,false,0.11666666666666667,171,52,0.1320754716981132,false,0.8103448275862069,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,187
foldseek,foldseek,disprot,any_term,Q7RTP6,GO:0005515,1734,1918,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,53,36,true,true,6,1780,1914,P09372,0,137,0,32,9.0,0.7282608695652174,1.0,0.7282608695652174,score,,,,Foldseek,report,report,protein binding,184,58.91625,0.6304347826086957,true,2002,MICAL3,false,0.05510968432316747,66,15,0.25,false,0.5271739130434783,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,60
foldseek,foldseek,disprot,any_term,Q92945,GO:0044183,129,218,122,229,Q980M2,46,146,67,79,4.0,0.8317757009345794,0.8317757009345794,1.0,192,112,true,true,5,122,229,Q980M2,46,146,67,79,4.0,0.8317757009345794,0.8317757009345794,1.0,score,,,,Foldseek,report,report,protein folding chaperone,89,80.71460674157304,0.6853932584269663,true,711,KHSRP,false,0.04132231404958678,231,98,0.40404040404040403,false,0.5730337078651685,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,201
foldseek,foldseek,disprot,any_term,P02533,IDPO:0000033,294,331,267,302,P53927,182,215,180,220,-6.0,0.125,0.22857142857142856,0.21621621621621623,7,5,false,false,0,,,,,,,,,,,,score,,,,Foldseek,report,report,flexible linker,37,94.7118918918919,0.0,true,472,KRT14,false,,,,,false,0.9024390243902439,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT >= 70,12
foldseek,foldseek,disprot,any_term,Q9Y613,GO:0005515,1103,1164,1097,1164,P43528,211,261,250,263,1.0,0.9104477611940298,0.9104477611940298,1.0,11,7,true,true,3,1097,1164,P43528,211,261,250,263,1.0,0.9104477611940298,0.9104477611940298,1.0,score,,,,Foldseek,report,report,protein binding,61,59.266229508196716,1.0,true,1164,FHOD1,false,0.007285974499089253,314,41,0.7619047619047619,false,0.4918032786885246,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,17
foldseek,foldseek,disprot,any_term,O00273,GO:0005515,11,100,17,98,P44654,55,141,130,150,11.0,0.9101123595505618,1.0,0.9101123595505618,87,50,true,true,16,17,98,P44654,55,141,130,150,11.0,0.9101123595505618,1.0,0.9101123595505618,score,,,,Foldseek,report,report,protein binding,89,71.22595505617977,0.07865168539325842,true,331,DFFA,false,0.14342629482071714,70,60,0.03278688524590164,false,0.651685393258427,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,151
foldseek,foldseek,disprot,any_term,P13569,IDPO:0000045,653,838,659,841,P42759,77,259,0,260,0.0,0.9521276595744681,0.9835164835164835,0.9675675675675676,299,152,true,true,68,659,841,P42759,77,259,0,260,0.0,0.9521276595744681,0.9835164835164835,0.9675675675675676,score,,,,Foldseek,report,report,phosphorylation display site,185,33.94875675675676,0.9837837837837838,true,1480,CFTR,false,0.05850654349499615,371,35,0.5277777777777778,false,0.592964824120603,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,294
foldseek,foldseek,disprot,any_term,P54252,GO:0005515,193,361,198,357,Q60795,13,178,0,98,5.0,0.9464285714285714,1.0,0.9464285714285714,168,90,true,true,36,198,357,Q60795,13,178,0,98,5.0,0.9464285714285714,1.0,0.9464285714285714,score,,,,Foldseek,report,report,protein binding,168,60.15678571428572,0.6369047619047619,true,361,ATXN3,false,0.2019704433497537,100,78,0.1518987341772152,false,0.9583333333333334,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,248
foldseek,foldseek,disprot,any_term,P17096,GO:0005515,0,107,0,107,P30185,45,149,0,186,2.0,1.0,1.0,1.0,78,39,true,true,33,0,107,P30185,45,149,0,186,2.0,1.0,1.0,1.0,score,,,,Foldseek,report,report,protein binding,107,65.0285046728972,1.0,true,107,HMGA1,false,1.0,40,24,0.08,false,0.9906542056074766,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,162
